mk2,chek1,cell_line,value,bliss_syn,bliss_area_maxmk2,bliss_area_maxchek1,loewe_syn_linear,loewe_syn
0,0,Caco2,1,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0,0.25,Caco2,0.7336666666666667,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0,0.5,Caco2,0.8526666666666667,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0,1,Caco2,0.6613333333333333,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0,2.5,Caco2,0.6743333333333333,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0,5,Caco2,0.66,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0.5,0,Caco2,0.842,NA,-0.24031290166121,-0.09581565656565605,NA,NA
0.5,0.25,Caco2,0.657,0.03925266666666671,-0.24031290166121,-0.09581565656565605,1.2371234207968902,NA
0.5,0.5,Caco2,0.6913333333333334,-0.02661199999999997,-0.24031290166121,-0.09581565656565605,0.9892008639308856,NA
0.5,1,Caco2,0.5323333333333333,-0.024509333333333272,-0.24031290166121,-0.09581565656565605,1.0620099786172488,NA
0.5,2.5,Caco2,0.5923333333333334,0.02454466666666677,-0.24031290166121,-0.09581565656565605,1.1864268192968113,NA
0.5,5,Caco2,0.5933333333333333,0.037613333333333276,-0.24031290166121,-0.09581565656565605,1.224590163934426,NA
1,0,Caco2,0.801,NA,-0.24031290166121,-0.09581565656565605,NA,NA
1,0.25,Caco2,0.533,-0.05466700000000002,-0.24031290166121,-0.09581565656565605,0.9964311206281227,NA
1,0.5,Caco2,0.6066666666666667,-0.0763193333333334,-0.24031290166121,-0.09581565656565605,0.8805084745762711,NA
1,1,Caco2,0.5273333333333333,-0.002394666666666656,-0.24031290166121,-0.09581565656565605,1.1375176304654442,NA
1,2.5,Caco2,0.5253333333333333,-0.014807666666666663,-0.24031290166121,-0.09581565656565605,1.1053370786516852,NA
1,5,Caco2,0.577,0.04833999999999994,-0.24031290166121,-0.09581565656565605,1.2742316784869974,NA
2.5,0,Caco2,0.8046666666666666,NA,-0.24031290166121,-0.09581565656565605,NA,NA
2.5,0.25,Caco2,0.574,-0.016357111111111156,-0.24031290166121,-0.09581565656565605,1.0837245696400626,NA
2.5,0.5,Caco2,0.575,-0.11111244444444446,-0.24031290166121,-0.09581565656565605,0.8062745098039215,NA
2.5,1,Caco2,0.5013333333333333,-0.0308195555555556,-0.24031290166121,-0.09581565656565605,1.070855614973262,NA
2.5,2.5,Caco2,0.5346666666666667,-0.007946888888888837,-0.24031290166121,-0.09581565656565605,1.119627507163324,NA
2.5,5,Caco2,0.5036666666666667,-0.02741333333333329,-0.24031290166121,-0.09581565656565605,1.078576225654802,NA
5,0,Caco2,0.9163333333333333,NA,-0.24031290166121,-0.09581565656565605,NA,NA
5,0.25,Caco2,0.7543333333333333,0.08205011111111105,-0.24031290166121,-0.09581565656565605,1.4246947082767976,NA
